,IDV,SUBPOP,ANC
a.chromsome.101,a.50,a,a
a.chromsome.102,a.51,a,a
a.chromsome.103,a.51,a,a
a.chromsome.104,a.52,a,a
a.chromsome.105,a.52,a,d
a.chromsome.106,a.53,a,a
a.chromsome.107,a.53,a,c
a.chromsome.108,a.54,a,b
a.chromsome.109,a.54,a,c
a.chromsome.110,a.55,a,a
a.chromsome.111,a.55,a,c
a.chromsome.112,a.56,a,d
a.chromsome.113,a.56,a,a
a.chromsome.114,a.57,a,a
a.chromsome.115,a.57,a,a
a.chromsome.116,a.58,a,d
a.chromsome.117,a.58,a,b
a.chromsome.118,a.59,a,a
a.chromsome.119,a.59,a,a
a.chromsome.120,a.60,a,a
a.chromsome.121,a.60,a,a
a.chromsome.122,a.61,a,b
a.chromsome.123,a.61,a,d
a.chromsome.124,a.62,a,a
a.chromsome.125,a.62,a,b
a.chromsome.126,a.63,a,a
a.chromsome.127,a.63,a,d
a.chromsome.128,a.64,a,b
a.chromsome.129,a.64,a,a
a.chromsome.130,a.65,a,a
a.chromsome.131,a.65,a,a
a.chromsome.132,a.66,a,d
a.chromsome.133,a.66,a,d
a.chromsome.134,a.67,a,c
a.chromsome.135,a.67,a,b
a.chromsome.136,a.68,a,c
a.chromsome.137,a.68,a,a
a.chromsome.138,a.69,a,b
a.chromsome.139,a.69,a,a
a.chromsome.140,a.70,a,d
a.chromsome.141,a.70,a,c
a.chromsome.142,a.71,a,a
a.chromsome.143,a.71,a,a
a.chromsome.144,a.72,a,a
a.chromsome.145,a.72,a,a
a.chromsome.146,a.73,a,c
a.chromsome.147,a.73,a,a
a.chromsome.148,a.74,a,a
a.chromsome.149,a.74,a,a
a.chromsome.150,a.75,a,a
a.chromsome.151,a.75,a,a
a.chromsome.152,a.76,a,b
a.chromsome.153,a.76,a,d
a.chromsome.154,a.77,a,a
a.chromsome.155,a.77,a,a
a.chromsome.156,a.78,a,b
a.chromsome.157,a.78,a,c
a.chromsome.158,a.79,a,a
a.chromsome.159,a.79,a,d
a.chromsome.160,a.80,a,a
a.chromsome.161,a.80,a,b
a.chromsome.162,a.81,a,a
a.chromsome.163,a.81,a,a
a.chromsome.164,a.82,a,a
a.chromsome.165,a.82,a,a
a.chromsome.166,a.83,a,b
a.chromsome.167,a.83,a,a
a.chromsome.168,a.84,a,b
a.chromsome.169,a.84,a,c
a.chromsome.170,a.85,a,a
a.chromsome.171,a.85,a,b
a.chromsome.172,a.86,a,a
a.chromsome.173,a.86,a,d
a.chromsome.174,a.87,a,a
a.chromsome.175,a.87,a,d
a.chromsome.176,a.88,a,a
a.chromsome.177,a.88,a,d
a.chromsome.178,a.89,a,a
a.chromsome.179,a.89,a,a
a.chromsome.180,a.90,a,a
a.chromsome.181,a.90,a,b
a.chromsome.182,a.91,a,a
a.chromsome.183,a.91,a,b
a.chromsome.184,a.92,a,a
a.chromsome.185,a.92,a,c
a.chromsome.186,a.93,a,a
a.chromsome.187,a.93,a,b
a.chromsome.188,a.94,a,c
a.chromsome.189,a.94,a,a
a.chromsome.190,a.95,a,a
a.chromsome.191,a.95,a,d
a.chromsome.192,a.96,a,a
a.chromsome.193,a.96,a,b
a.chromsome.194,a.97,a,a
a.chromsome.195,a.97,a,c
a.chromsome.196,a.98,a,a
a.chromsome.197,a.98,a,b
a.chromsome.198,a.99,a,b
a.chromsome.199,a.99,a,a
a.chromsome.200,a.100,a,c
a.chromsome.201,a.100,a,c
a.chromsome.202,a.101,a,c
a.chromsome.203,a.101,a,d
a.chromsome.204,a.102,a,a
a.chromsome.205,a.102,a,d
a.chromsome.206,a.103,a,c
a.chromsome.207,a.103,a,c
a.chromsome.208,a.104,a,d
a.chromsome.209,a.104,a,a
a.chromsome.210,a.105,a,a
a.chromsome.211,a.105,a,a
a.chromsome.212,a.106,a,c
a.chromsome.213,a.106,a,d
a.chromsome.214,a.107,a,a
a.chromsome.215,a.107,a,c
a.chromsome.216,a.108,a,d
a.chromsome.217,a.108,a,d
a.chromsome.218,a.109,a,d
a.chromsome.219,a.109,a,a
a.chromsome.220,a.110,a,a
a.chromsome.221,a.110,a,d
a.chromsome.222,a.111,a,d
a.chromsome.223,a.111,a,b
a.chromsome.224,a.112,a,d
a.chromsome.225,a.112,a,c
a.chromsome.226,a.113,a,a
a.chromsome.227,a.113,a,c
a.chromsome.228,a.114,a,a
a.chromsome.229,a.114,a,c
a.chromsome.230,a.115,a,d
a.chromsome.231,a.115,a,a
a.chromsome.232,a.116,a,b
a.chromsome.233,a.116,a,b
a.chromsome.234,a.117,a,c
a.chromsome.235,a.117,a,b
a.chromsome.236,a.118,a,b
a.chromsome.237,a.118,a,d
a.chromsome.238,a.119,a,a
a.chromsome.239,a.119,a,a
a.chromsome.240,a.120,a,b
a.chromsome.241,a.120,a,a
a.chromsome.242,a.121,a,a
a.chromsome.243,a.121,a,d
a.chromsome.244,a.122,a,d
a.chromsome.245,a.122,a,c
a.chromsome.246,a.123,a,a
a.chromsome.247,a.123,a,a
a.chromsome.248,a.124,a,a
a.chromsome.249,a.124,a,a
a.chromsome.250,a.125,a,d
a.chromsome.251,a.125,a,a
a.chromsome.252,a.126,a,a
a.chromsome.253,a.126,a,b
a.chromsome.254,a.127,a,a
a.chromsome.255,a.127,a,c
a.chromsome.256,a.128,a,a
a.chromsome.257,a.128,a,c
a.chromsome.258,a.129,a,a
a.chromsome.259,a.129,a,b
a.chromsome.260,a.130,a,a
a.chromsome.261,a.130,a,b
a.chromsome.262,a.131,a,b
a.chromsome.263,a.131,a,c
a.chromsome.264,a.132,a,a
a.chromsome.265,a.132,a,b
a.chromsome.266,a.133,a,a
a.chromsome.267,a.133,a,d
a.chromsome.268,a.134,a,a
a.chromsome.269,a.134,a,a
a.chromsome.270,a.135,a,c
a.chromsome.271,a.135,a,c
a.chromsome.272,a.136,a,a
a.chromsome.273,a.136,a,b
a.chromsome.274,a.137,a,b
a.chromsome.275,a.137,a,a
a.chromsome.276,a.138,a,a
a.chromsome.277,a.138,a,b
a.chromsome.278,a.139,a,b
a.chromsome.279,a.139,a,c
a.chromsome.280,a.140,a,d
a.chromsome.281,a.140,a,b
a.chromsome.282,a.141,a,b
a.chromsome.283,a.141,a,a
a.chromsome.284,a.142,a,a
a.chromsome.285,a.142,a,a
a.chromsome.286,a.143,a,a
a.chromsome.287,a.143,a,a
a.chromsome.288,a.144,a,a
a.chromsome.289,a.144,a,a
a.chromsome.290,a.145,a,a
a.chromsome.291,a.145,a,b
a.chromsome.292,a.146,a,d
a.chromsome.293,a.146,a,a
a.chromsome.294,a.147,a,c
a.chromsome.295,a.147,a,a
a.chromsome.296,a.148,a,a
a.chromsome.297,a.148,a,c
a.chromsome.298,a.149,a,a
a.chromsome.299,a.149,a,a
a.chromsome.300,a.150,a,a
a.chromsome.301,a.150,a,b
a.chromsome.302,a.151,a,c
a.chromsome.303,a.151,a,a
a.chromsome.304,a.152,a,a
a.chromsome.305,a.152,a,a
a.chromsome.306,a.153,a,d
a.chromsome.307,a.153,a,a
a.chromsome.308,a.154,a,b
a.chromsome.309,a.154,a,a
a.chromsome.310,a.155,a,d
a.chromsome.311,a.155,a,b
a.chromsome.312,a.156,a,a
a.chromsome.313,a.156,a,b
a.chromsome.314,a.157,a,a
a.chromsome.315,a.157,a,c
a.chromsome.316,a.158,a,a
a.chromsome.317,a.158,a,b
a.chromsome.318,a.159,a,a
a.chromsome.319,a.159,a,d
a.chromsome.320,a.160,a,c
a.chromsome.321,a.160,a,c
a.chromsome.322,a.161,a,d
a.chromsome.323,a.161,a,b
a.chromsome.324,a.162,a,a
a.chromsome.325,a.162,a,b
a.chromsome.326,a.163,a,a
a.chromsome.327,a.163,a,b
a.chromsome.328,a.164,a,a
a.chromsome.329,a.164,a,d
a.chromsome.330,a.165,a,d
a.chromsome.331,a.165,a,a
a.chromsome.332,a.166,a,d
a.chromsome.333,a.166,a,c
a.chromsome.334,a.167,a,a
a.chromsome.335,a.167,a,a
a.chromsome.336,a.168,a,c
a.chromsome.337,a.168,a,b
a.chromsome.338,a.169,a,c
a.chromsome.339,a.169,a,d
a.chromsome.340,a.170,a,d
a.chromsome.341,a.170,a,a
a.chromsome.342,a.171,a,a
a.chromsome.343,a.171,a,b
a.chromsome.344,a.172,a,d
a.chromsome.345,a.172,a,d
a.chromsome.346,a.173,a,d
a.chromsome.347,a.173,a,b
a.chromsome.348,a.174,a,b
a.chromsome.349,a.174,a,d
a.chromsome.350,a.175,a,b
a.chromsome.351,a.175,a,a
a.chromsome.352,a.176,a,a
a.chromsome.353,a.176,a,d
a.chromsome.354,a.177,a,b
a.chromsome.355,a.177,a,a
a.chromsome.356,a.178,a,a
a.chromsome.357,a.178,a,b
a.chromsome.358,a.179,a,d
a.chromsome.359,a.179,a,a
a.chromsome.360,a.180,a,d
a.chromsome.361,a.180,a,a
a.chromsome.362,a.181,a,a
a.chromsome.363,a.181,a,a
a.chromsome.364,a.182,a,a
a.chromsome.365,a.182,a,a
a.chromsome.366,a.183,a,a
a.chromsome.367,a.183,a,d
a.chromsome.368,a.184,a,a
a.chromsome.369,a.184,a,b
a.chromsome.370,a.185,a,b
a.chromsome.371,a.185,a,d
a.chromsome.372,a.186,a,b
a.chromsome.373,a.186,a,a
a.chromsome.374,a.187,a,c
a.chromsome.375,a.187,a,c
a.chromsome.376,a.188,a,d
a.chromsome.377,a.188,a,d
a.chromsome.378,a.189,a,c
a.chromsome.379,a.189,a,c
a.chromsome.380,a.190,a,c
a.chromsome.381,a.190,a,c
a.chromsome.382,a.191,a,a
a.chromsome.383,a.191,a,c
a.chromsome.384,a.192,a,a
a.chromsome.385,a.192,a,a
a.chromsome.386,a.193,a,b
a.chromsome.387,a.193,a,a
a.chromsome.388,a.194,a,a
a.chromsome.389,a.194,a,a
a.chromsome.390,a.195,a,c
a.chromsome.391,a.195,a,a
a.chromsome.392,a.196,a,a
a.chromsome.393,a.196,a,a
a.chromsome.394,a.197,a,a
a.chromsome.395,a.197,a,b
a.chromsome.396,a.198,a,a
a.chromsome.397,a.198,a,a
a.chromsome.398,a.199,a,a
a.chromsome.399,a.199,a,b
a.chromsome.400,a.200,a,a
a.chromsome.401,a.200,a,c
a.chromsome.402,a.201,a,c
a.chromsome.403,a.201,a,b
a.chromsome.404,a.202,a,a
a.chromsome.405,a.202,a,c
a.chromsome.406,a.203,a,a
a.chromsome.407,a.203,a,a
a.chromsome.408,a.204,a,b
a.chromsome.409,a.204,a,a
a.chromsome.410,a.205,a,a
a.chromsome.411,a.205,a,c
a.chromsome.412,a.206,a,a
a.chromsome.413,a.206,a,b
a.chromsome.414,a.207,a,a
a.chromsome.415,a.207,a,b
a.chromsome.416,a.208,a,c
a.chromsome.417,a.208,a,c
a.chromsome.418,a.209,a,b
a.chromsome.419,a.209,a,c
a.chromsome.420,a.210,a,a
a.chromsome.421,a.210,a,c
a.chromsome.422,a.211,a,d
a.chromsome.423,a.211,a,b
a.chromsome.424,a.212,a,d
a.chromsome.425,a.212,a,c
a.chromsome.426,a.213,a,a
a.chromsome.427,a.213,a,a
a.chromsome.428,a.214,a,a
a.chromsome.429,a.214,a,a
a.chromsome.430,a.215,a,d
a.chromsome.431,a.215,a,a
a.chromsome.432,a.216,a,b
a.chromsome.433,a.216,a,c
a.chromsome.434,a.217,a,c
a.chromsome.435,a.217,a,b
a.chromsome.436,a.218,a,b
a.chromsome.437,a.218,a,b
a.chromsome.438,a.219,a,a
a.chromsome.439,a.219,a,b
a.chromsome.440,a.220,a,d
a.chromsome.441,a.220,a,a
a.chromsome.442,a.221,a,a
a.chromsome.443,a.221,a,a
a.chromsome.444,a.222,a,c
a.chromsome.445,a.222,a,a
a.chromsome.446,a.223,a,a
a.chromsome.447,a.223,a,b
a.chromsome.448,a.224,a,c
a.chromsome.449,a.224,a,a
a.chromsome.450,a.225,a,c
a.chromsome.451,a.225,a,a
a.chromsome.452,a.226,a,c
a.chromsome.453,a.226,a,a
a.chromsome.454,a.227,a,b
a.chromsome.455,a.227,a,d
a.chromsome.456,a.228,a,a
a.chromsome.457,a.228,a,c
a.chromsome.458,a.229,a,d
a.chromsome.459,a.229,a,a
a.chromsome.460,a.230,a,d
a.chromsome.461,a.230,a,a
a.chromsome.462,a.231,a,a
a.chromsome.463,a.231,a,b
a.chromsome.464,a.232,a,a
a.chromsome.465,a.232,a,c
a.chromsome.466,a.233,a,a
a.chromsome.467,a.233,a,a
a.chromsome.468,a.234,a,b
a.chromsome.469,a.234,a,a
a.chromsome.470,a.235,a,a
a.chromsome.471,a.235,a,a
a.chromsome.472,a.236,a,a
a.chromsome.473,a.236,a,a
a.chromsome.474,a.237,a,d
a.chromsome.475,a.237,a,b
a.chromsome.476,a.238,a,a
a.chromsome.477,a.238,a,b
a.chromsome.478,a.239,a,c
a.chromsome.479,a.239,a,c
a.chromsome.480,a.240,a,a
a.chromsome.481,a.240,a,a
a.chromsome.482,a.241,a,c
a.chromsome.483,a.241,a,d
a.chromsome.484,a.242,a,a
a.chromsome.485,a.242,a,a
a.chromsome.486,a.243,a,a
a.chromsome.487,a.243,a,c
a.chromsome.488,a.244,a,a
a.chromsome.489,a.244,a,a
a.chromsome.490,a.245,a,d
a.chromsome.491,a.245,a,a
a.chromsome.492,a.246,a,a
a.chromsome.493,a.246,a,d
a.chromsome.494,a.247,a,d
a.chromsome.495,a.247,a,a
a.chromsome.496,a.248,a,c
a.chromsome.497,a.248,a,a
a.chromsome.498,a.249,a,a
a.chromsome.499,a.249,a,a
a.chromsome.500,a.250,a,d
a.chromsome.501,a.250,a,a
a.chromsome.502,a.251,a,a
a.chromsome.503,a.251,a,a
a.chromsome.504,a.252,a,a
a.chromsome.505,a.252,a,b
a.chromsome.506,a.253,a,a
a.chromsome.507,a.253,a,c
a.chromsome.508,a.254,a,d
a.chromsome.509,a.254,a,d
a.chromsome.510,a.255,a,a
a.chromsome.511,a.255,a,b
a.chromsome.512,a.256,a,a
a.chromsome.513,a.256,a,a
a.chromsome.514,a.257,a,d
a.chromsome.515,a.257,a,a
a.chromsome.516,a.258,a,d
a.chromsome.517,a.258,a,b
a.chromsome.518,a.259,a,c
a.chromsome.519,a.259,a,a
a.chromsome.520,a.260,a,a
a.chromsome.521,a.260,a,a
a.chromsome.522,a.261,a,b
a.chromsome.523,a.261,a,b
a.chromsome.524,a.262,a,a
a.chromsome.525,a.262,a,c
a.chromsome.526,a.263,a,b
a.chromsome.527,a.263,a,b
a.chromsome.528,a.264,a,a
a.chromsome.529,a.264,a,a
a.chromsome.530,a.265,a,a
a.chromsome.531,a.265,a,a
a.chromsome.532,a.266,a,a
a.chromsome.533,a.266,a,a
a.chromsome.534,a.267,a,a
a.chromsome.535,a.267,a,a
a.chromsome.536,a.268,a,a
a.chromsome.537,a.268,a,d
a.chromsome.538,a.269,a,b
a.chromsome.539,a.269,a,d
a.chromsome.540,a.270,a,a
a.chromsome.541,a.270,a,a
a.chromsome.542,a.271,a,c
a.chromsome.543,a.271,a,b
a.chromsome.544,a.272,a,a
a.chromsome.545,a.272,a,b
a.chromsome.546,a.273,a,d
a.chromsome.547,a.273,a,d
a.chromsome.548,a.274,a,a
a.chromsome.549,a.274,a,c
a.chromsome.550,a.275,a,a
a.chromsome.551,a.275,a,c
a.chromsome.552,a.276,a,a
a.chromsome.553,a.276,a,a
a.chromsome.554,a.277,a,a
a.chromsome.555,a.277,a,c
a.chromsome.556,a.278,a,a
a.chromsome.557,a.278,a,a
a.chromsome.558,a.279,a,a
a.chromsome.559,a.279,a,a
a.chromsome.560,a.280,a,a
a.chromsome.561,a.280,a,a
a.chromsome.562,a.281,a,a
a.chromsome.563,a.281,a,a
a.chromsome.564,a.282,a,b
a.chromsome.565,a.282,a,b
a.chromsome.566,a.283,a,a
a.chromsome.567,a.283,a,a
a.chromsome.568,a.284,a,a
a.chromsome.569,a.284,a,a
a.chromsome.570,a.285,a,b
a.chromsome.571,a.285,a,a
a.chromsome.572,a.286,a,a
a.chromsome.573,a.286,a,c
a.chromsome.574,a.287,a,a
a.chromsome.575,a.287,a,c
a.chromsome.576,a.288,a,d
a.chromsome.577,a.288,a,a
a.chromsome.578,a.289,a,d
a.chromsome.579,a.289,a,d
a.chromsome.580,a.290,a,a
a.chromsome.581,a.290,a,a
a.chromsome.582,a.291,a,b
a.chromsome.583,a.291,a,b
a.chromsome.584,a.292,a,a
a.chromsome.585,a.292,a,a
a.chromsome.586,a.293,a,b
a.chromsome.587,a.293,a,a
a.chromsome.588,a.294,a,a
a.chromsome.589,a.294,a,b
a.chromsome.590,a.295,a,a
a.chromsome.591,a.295,a,c
a.chromsome.592,a.296,a,a
a.chromsome.593,a.296,a,c
a.chromsome.594,a.297,a,c
a.chromsome.595,a.297,a,b
a.chromsome.596,a.298,a,a
a.chromsome.597,a.298,a,a
a.chromsome.598,a.299,a,a
a.chromsome.599,a.299,a,a
a.chromsome.600,a.300,a,a
a.chromsome.601,a.300,a,d
a.chromsome.602,a.301,a,d
a.chromsome.603,a.301,a,a
a.chromsome.604,a.302,a,d
a.chromsome.605,a.302,a,a
a.chromsome.606,a.303,a,a
a.chromsome.607,a.303,a,a
a.chromsome.608,a.304,a,c
a.chromsome.609,a.304,a,c
a.chromsome.610,a.305,a,c
a.chromsome.611,a.305,a,b
a.chromsome.612,a.306,a,a
a.chromsome.613,a.306,a,a
a.chromsome.614,a.307,a,d
a.chromsome.615,a.307,a,b
a.chromsome.616,a.308,a,a
a.chromsome.617,a.308,a,b
a.chromsome.618,a.309,a,c
a.chromsome.619,a.309,a,a
a.chromsome.620,a.310,a,a
a.chromsome.621,a.310,a,b
a.chromsome.622,a.311,a,a
a.chromsome.623,a.311,a,d
a.chromsome.624,a.312,a,a
a.chromsome.625,a.312,a,a
a.chromsome.626,a.313,a,a
a.chromsome.627,a.313,a,c
a.chromsome.628,a.314,a,a
a.chromsome.629,a.314,a,c
a.chromsome.630,a.315,a,a
a.chromsome.631,a.315,a,a
a.chromsome.632,a.316,a,a
a.chromsome.633,a.316,a,b
a.chromsome.634,a.317,a,b
a.chromsome.635,a.317,a,a
a.chromsome.636,a.318,a,d
a.chromsome.637,a.318,a,d
a.chromsome.638,a.319,a,a
a.chromsome.639,a.319,a,a
a.chromsome.640,a.320,a,a
a.chromsome.641,a.320,a,b
a.chromsome.642,a.321,a,a
a.chromsome.643,a.321,a,a
a.chromsome.644,a.322,a,a
a.chromsome.645,a.322,a,c
a.chromsome.646,a.323,a,a
a.chromsome.647,a.323,a,a
a.chromsome.648,a.324,a,d
a.chromsome.649,a.324,a,a
a.chromsome.650,a.325,a,a
a.chromsome.651,a.325,a,b
a.chromsome.652,a.326,a,b
a.chromsome.653,a.326,a,c
a.chromsome.654,a.327,a,d
a.chromsome.655,a.327,a,c
a.chromsome.656,a.328,a,a
a.chromsome.657,a.328,a,a
a.chromsome.658,a.329,a,d
a.chromsome.659,a.329,a,a
a.chromsome.660,a.330,a,a
a.chromsome.661,a.330,a,a
a.chromsome.662,a.331,a,a
a.chromsome.663,a.331,a,a
a.chromsome.664,a.332,a,a
a.chromsome.665,a.332,a,c
a.chromsome.666,a.333,a,a
a.chromsome.667,a.333,a,a
a.chromsome.668,a.334,a,b
a.chromsome.669,a.334,a,d
a.chromsome.670,a.335,a,a
a.chromsome.671,a.335,a,a
a.chromsome.672,a.336,a,a
a.chromsome.673,a.336,a,d
a.chromsome.674,a.337,a,d
a.chromsome.675,a.337,a,d
a.chromsome.676,a.338,a,c
a.chromsome.677,a.338,a,c
a.chromsome.678,a.339,a,a
a.chromsome.679,a.339,a,c
a.chromsome.680,a.340,a,a
a.chromsome.681,a.340,a,c
a.chromsome.682,a.341,a,b
a.chromsome.683,a.341,a,a
a.chromsome.684,a.342,a,c
a.chromsome.685,a.342,a,a
a.chromsome.686,a.343,a,b
a.chromsome.687,a.343,a,d
a.chromsome.688,a.344,a,a
a.chromsome.689,a.344,a,b
a.chromsome.690,a.345,a,d
a.chromsome.691,a.345,a,c
a.chromsome.692,a.346,a,a
a.chromsome.693,a.346,a,a
a.chromsome.694,a.347,a,a
a.chromsome.695,a.347,a,d
a.chromsome.696,a.348,a,a
a.chromsome.697,a.348,a,a
a.chromsome.698,a.349,a,a
a.chromsome.699,a.349,a,a
a.chromsome.700,a.350,a,a
a.chromsome.701,a.350,a,b
a.chromsome.702,a.351,a,a
a.chromsome.703,a.351,a,a
a.chromsome.704,a.352,a,a
a.chromsome.705,a.352,a,c
a.chromsome.706,a.353,a,a
a.chromsome.707,a.353,a,b
a.chromsome.708,a.354,a,a
a.chromsome.709,a.354,a,a
a.chromsome.710,a.355,a,a
a.chromsome.711,a.355,a,a
a.chromsome.712,a.356,a,a
a.chromsome.713,a.356,a,a
a.chromsome.714,a.357,a,a
a.chromsome.715,a.357,a,c
a.chromsome.716,a.358,a,b
a.chromsome.717,a.358,a,a
a.chromsome.718,a.359,a,a
a.chromsome.719,a.359,a,a
a.chromsome.720,a.360,a,a
a.chromsome.721,a.360,a,b
a.chromsome.722,a.361,a,a
a.chromsome.723,a.361,a,b
a.chromsome.724,a.362,a,c
a.chromsome.725,a.362,a,b
a.chromsome.726,a.363,a,a
a.chromsome.727,a.363,a,a
a.chromsome.728,a.364,a,b
a.chromsome.729,a.364,a,c
a.chromsome.730,a.365,a,a
a.chromsome.731,a.365,a,c
a.chromsome.732,a.366,a,b
a.chromsome.733,a.366,a,c
a.chromsome.734,a.367,a,d
a.chromsome.735,a.367,a,a
a.chromsome.736,a.368,a,a
a.chromsome.737,a.368,a,a
a.chromsome.738,a.369,a,a
a.chromsome.739,a.369,a,a
a.chromsome.740,a.370,a,b
a.chromsome.741,a.370,a,b
a.chromsome.742,a.371,a,b
a.chromsome.743,a.371,a,a
a.chromsome.744,a.372,a,a
a.chromsome.745,a.372,a,a
a.chromsome.746,a.373,a,a
a.chromsome.747,a.373,a,d
a.chromsome.748,a.374,a,a
a.chromsome.749,a.374,a,a
a.chromsome.750,a.375,a,c
a.chromsome.751,a.375,a,a
a.chromsome.752,a.376,a,a
a.chromsome.753,a.376,a,b
a.chromsome.754,a.377,a,b
a.chromsome.755,a.377,a,a
a.chromsome.756,a.378,a,d
a.chromsome.757,a.378,a,a
a.chromsome.758,a.379,a,a
a.chromsome.759,a.379,a,a
a.chromsome.760,a.380,a,d
a.chromsome.761,a.380,a,a
a.chromsome.762,a.381,a,a
a.chromsome.763,a.381,a,a
a.chromsome.764,a.382,a,b
a.chromsome.765,a.382,a,b
a.chromsome.766,a.383,a,d
a.chromsome.767,a.383,a,a
a.chromsome.768,a.384,a,d
a.chromsome.769,a.384,a,a
a.chromsome.770,a.385,a,a
a.chromsome.771,a.385,a,b
a.chromsome.772,a.386,a,a
a.chromsome.773,a.386,a,b
a.chromsome.774,a.387,a,c
a.chromsome.775,a.387,a,a
a.chromsome.776,a.388,a,d
a.chromsome.777,a.388,a,a
a.chromsome.778,a.389,a,a
a.chromsome.779,a.389,a,a
a.chromsome.780,a.390,a,a
a.chromsome.781,a.390,a,a
a.chromsome.782,a.391,a,a
a.chromsome.783,a.391,a,c
a.chromsome.784,a.392,a,a
a.chromsome.785,a.392,a,d
a.chromsome.786,a.393,a,a
a.chromsome.787,a.393,a,a
a.chromsome.788,a.394,a,a
a.chromsome.789,a.394,a,b
a.chromsome.790,a.395,a,a
a.chromsome.791,a.395,a,d
a.chromsome.792,a.396,a,a
a.chromsome.793,a.396,a,c
a.chromsome.794,a.397,a,d
a.chromsome.795,a.397,a,a
a.chromsome.796,a.398,a,b
a.chromsome.797,a.398,a,c
a.chromsome.798,a.399,a,d
a.chromsome.799,a.399,a,b
a.chromsome.800,a.400,a,a
a.chromsome.801,a.400,a,a
a.chromsome.802,a.401,a,a
a.chromsome.803,a.401,a,d
a.chromsome.804,a.402,a,c
a.chromsome.805,a.402,a,d
a.chromsome.806,a.403,a,a
a.chromsome.807,a.403,a,a
a.chromsome.808,a.404,a,d
a.chromsome.809,a.404,a,d
a.chromsome.810,a.405,a,a
a.chromsome.811,a.405,a,a
a.chromsome.812,a.406,a,a
a.chromsome.813,a.406,a,a
a.chromsome.814,a.407,a,d
a.chromsome.815,a.407,a,a
a.chromsome.816,a.408,a,a
a.chromsome.817,a.408,a,a
a.chromsome.818,a.409,a,d
a.chromsome.819,a.409,a,a
a.chromsome.820,a.410,a,c
